Id,cooling,model,torque,bore_stroke,transmission,dry_weight,frame,fuel_control,lubrication,engine,rear_suspension,total_length,starter,displacement,rear_brakes,compression,ignition,total_width,valves_per_cylinder,front_suspension,fuel_capacity,total_height,rear_tire,make,gearbox,emission,fuel_consumption,type,top_speed,total_weight,ground_clearance,wheelbase,clutch,fuel_system,year,rear_wheel_travel,front_brakes,front_tire,seat_height,power,front_wheel_travel
2987,Air,640 Sport,31.4 Nm (3.2 kgf-m or 23.2 ft.lbs) @ 4750 RPM,,Chain   (final drive),160.0 kg (352.7 pounds),,,,"Twin, two-stroke",,,,344.0 ccm (20.99 cubic inches),Expanding brake,,,,,,,,,Jawa,4-speed,,,Sport,,,,,,,1995,,Single disc,,"750 mm (29.5 inches) If adjustable, lowest setting.",23.5 HP (17.2  kW)) @ 5250 RPM,
2988,Air,640 White Style,31.4 Nm (3.2 kgf-m or 23.2 ft.lbs) @ 4750 RPM,,Chain   (final drive),150.0 kg (330.7 pounds),,,,"Twin, two-stroke",,,,344.0 ccm (20.99 cubic inches),Expanding brake,,,,,,,,,Jawa,4-speed,,,Sport,,,,,,,1995,,Single disc,,"750 mm (29.5 inches) If adjustable, lowest setting.",23.5 HP (17.2  kW)) @ 5250 RPM,
2989,,Mosquito 585 50,4.7 Nm (0.5 kgf-m or 3.5 ft.lbs) @ 7250 RPM,38.0 x 43.0 mm (1.5 x 1.7 inches),Chain   (final drive),78.0 kg (172.0 pounds),,Port control,Mix in fuel,"Single cylinder, two-stroke",Hydraulic telescopic,,Kick,48.8 ccm (2.98 cubic inches),Expanding brake (drum brake),,,,,CZ telescopic,6.50 litres (1.72 US gallons),,,Jawa,5-speed,41.8 CO2 g/km. (CO2 - Carbon dioxide emission) ,1.80 litres/100 km (55.6 km/l or 130.68 mpg),Enduro / offroad,80.0 km/h (49.7 mph),,,1200 mm (47.2 inches),,Carburettor,1995,70 mm (2.8 inches),Single disc,,"760 mm (29.9 inches) If adjustable, lowest setting.",5.1 HP (3.7  kW)) @ 7500 RPM,78 mm (3.1 inches)
2990,,638,31.4 Nm (3.2 kgf-m or 23.1 ft.lbs) @ 4750 RPM,,,155.0 kg (341.7 pounds),,,,"Twin, two-stroke",,,,350.0 ccm (21.36 cubic inches),Expanding brake,,,,,,17.00 litres (4.49 US gallons),,,Jawa,4-speed,,,Unspecified category,,,,,,,1994,,Expanding brake,,"800 mm (31.5 inches) If adjustable, lowest setting.",26.0 HP (19.0  kW)) @ 5500 RPM,
2991,,640,31.4 Nm (3.2 kgf-m or 23.1 ft.lbs) @ 4750 RPM,,,150.0 kg (330.7 pounds),,,,"Twin, two-stroke",,,,350.0 ccm (21.36 cubic inches),Expanding brake,,,,,,17.00 litres (4.49 US gallons),,,Jawa,4-speed,,,Unspecified category,,,,,,,1994,,Single disc,,"780 mm (30.7 inches) If adjustable, lowest setting.",23.0 HP (16.8  kW)) @ 5250 RPM,
2992,,640 Classic,31.4 Nm (3.2 kgf-m or 23.1 ft.lbs) @ 4750 RPM,,,150.0 kg (330.7 pounds),,,,"Twin, two-stroke",,,,350.0 ccm (21.36 cubic inches),Expanding brake,,,,,,17.00 litres (4.49 US gallons),,,Jawa,4-speed,,,Unspecified category,,,,,,,1994,,Expanding brake,,"780 mm (30.7 inches) If adjustable, lowest setting.",23.5 HP (17.2  kW)) @ 5250 RPM,
2993,,T 350,35.3 Nm (3.6 kgf-m or 26.0 ft.lbs) @ 5250 RPM,,,149.0 kg (328.5 pounds),,,,"Twin, two-stroke",,,,343.0 ccm (20.93 cubic inches),Expanding brake,,,,,,17.00 litres (4.49 US gallons),,,Jawa,4-speed,,,Unspecified category,,,,,,,1993,,Single disc,,"810 mm (31.9 inches) If adjustable, lowest setting.",27.0 HP (19.7  kW)) @ 5500 RPM,
2994,,180,,,,128.0 kg (282.2 pounds),,,,"Single cylinder, two-stroke",,,,176.0 ccm (10.74 cubic inches),Expanding brake,,,,,,12.50 litres (3.30 US gallons),,,Jawa-CZ,4-speed,,,Unspecified category,,,,,,,1993,,Single disc,,,13.0 HP (9.5  kW)) @ 6500 RPM,
2995,Air,350 TS,,58.0 x 65.0 mm (2.3 x 2.6 inches),Chain   (final drive),,,Port control,,"Twin, two-stroke",,,,343.0 ccm (20.93 cubic inches),Expanding brake,10.2:1,,,,,17.00 litres (4.49 US gallons),,3.50-18 ,Jawa,4-speed,,,Custom / cruiser,125.0 km/h (77.7 mph),166.0 kg (366.0 pounds),,,,,1992,,Single disc,3.25-18 ,,27.0 HP (19.7  kW)) @ 5500 RPM,
2996,Air,350 TS (with sidecar),,58.0 x 65.0 mm (2.3 x 2.6 inches),Chain   (final drive),,,Port control,,"Twin, two-stroke",,,,343.0 ccm (20.93 cubic inches),Expanding brake,10.2:1,,,,,17.00 litres (4.49 US gallons),,3.50-18 ,Jawa,4-speed,,,Allround,100.0 km/h (62.1 mph),223.0 kg (491.6 pounds),,,,,1992,,Single disc,3.25-18 ,,27.0 HP (19.7  kW)) @ 5500 RPM,
2997,Air,350 TS,,58.0 x 65.0 mm (2.3 x 2.6 inches),Chain   (final drive),,,Port control,,"Twin, two-stroke",,,,343.0 ccm (20.93 cubic inches),Expanding brake,10.2:1,,,,,17.00 litres (4.49 US gallons),,3.50-18 ,Jawa,4-speed,,,Naked bike,125.0 km/h (77.7 mph),166.0 kg (366.0 pounds),,,,,1991,,Single disc,3.25-18 ,,27.0 HP (19.7  kW)) @ 5500 RPM,
2998,Air,350 TS (with sidecar),,58.0 x 65.0 mm (2.3 x 2.6 inches),Chain   (final drive),,,Port control,,"Twin, two-stroke",,,,343.0 ccm (20.93 cubic inches),Expanding brake,10.2:1,,,,,17.00 litres (4.49 US gallons),,3.50-18 ,Jawa,4-speed,,,Touring,100.0 km/h (62.1 mph),223.0 kg (491.6 pounds),,,,,1991,,Single disc,3.25-18 ,,27.0 HP (19.7  kW)) @ 5500 RPM,
2999,Air,350-639,32.0 Nm (3.3 kgf-m or 23.6 ft.lbs) @ 4750 RPM,58.0 x 65.0 mm (2.3 x 2.6 inches),Chain   (final drive),,,,mix,"Twin, two-stroke",,,,344.0 ccm (20.99 cubic inches),Expanding brake (drum brake),,,,,,17.00 litres (4.49 US gallons),,,Jawa,,92.8 CO2 g/km. (CO2 - Carbon dioxide emission) ,4.00 litres/100 km (25.0 km/l or 58.81 mpg),Naked bike,130.0 km/h (80.8 mph),,,,,Carburettor,1991,,Single disc,,,,
3000,Air,350 TS,,58.0 x 65.0 mm (2.3 x 2.6 inches),Chain   (final drive),,,Port control,,"Twin, two-stroke",,,,343.0 ccm (20.93 cubic inches),Expanding brake,10.2:1,,,,,17.00 litres (4.49 US gallons),,3.50-18 ,Jawa,4-speed,,,Custom / cruiser,125.0 km/h (77.7 mph),166.0 kg (366.0 pounds),,,,,1990,,Single disc,3.25-18 ,,27.0 HP (19.7  kW)) @ 5500 RPM,
3001,Air,350 TS (with sidecar),,58.0 x 65.0 mm (2.3 x 2.6 inches),Chain   (final drive),,,Port control,,"Twin, two-stroke",,,,343.0 ccm (20.93 cubic inches),Expanding brake,10.2:1,,,,,17.00 litres (4.49 US gallons),,3.50-18 ,Jawa,4-speed,,,Classic,100.0 km/h (62.1 mph),223.0 kg (491.6 pounds),,,,,1990,,Single disc,3.25-18 ,,27.0 HP (19.7  kW)) @ 5500 RPM,
3002,Air,350 TS,,58.0 x 65.0 mm (2.3 x 2.6 inches),Chain   (final drive),,,Port control,,"Twin, two-stroke",,,,343.0 ccm (20.93 cubic inches),Expanding brake,10.2:1,,,,,17.00 litres (4.49 US gallons),,3.50-18 ,Jawa,4-speed,,,Touring,125.0 km/h (77.7 mph),166.0 kg (366.0 pounds),,,,,1989,,Expanding brake,3 25-18 ,,27.0 HP (19.7  kW)) @ 5500 RPM,
3003,Air,350 TS (with sidecar),,58.0 x 65.0 mm (2.3 x 2.6 inches),Chain   (final drive),,,Port control,,"Twin, two-stroke",,,,343.0 ccm (20.93 cubic inches),Expanding brake,10.2:1,,,,,17.00 litres (4.49 US gallons),,3.50-18 ,Jawa,4-speed,,,Unspecified category,100.0 km/h (62.1 mph),223.0 kg (491.6 pounds),,,,,1989,,Expanding brake,3.25-18 ,,27.0 HP (19.7  kW)) @ 5500 RPM,
3004,Air,350 TS,,58.0 x 65.0 mm (2.3 x 2.6 inches),Chain   (final drive),,,Port control,,"Twin, two-stroke",,,,343.0 ccm (20.93 cubic inches),Expanding brake,10.2:1,,,,,17.00 litres (4.49 US gallons),,3 50-18 ,Jawa,4-speed,,,Sport,125.0 km/h (77.7 mph),166.0 kg (366.0 pounds),,,,,1988,,Expanding brake,3.25-18 ,,27.0 HP (19.7  kW)) @ 5500 RPM,
3005,Air,350 TS (with sidecar),,58.0 x 65.0 mm (2.3 x 2.6 inches),Chain   (final drive),,,Port control,,"Twin, two-stroke",,,,343.0 ccm (20.93 cubic inches),Expanding brake,10.2:1,,,,,17.00 litres (4.49 US gallons),,3 50-18 ,Jawa,4-speed,,,Classic,100.0 km/h (62.1 mph),223.0 kg (491.6 pounds),,,,,1988,,Expanding brake,3.25-18 ,,27.0 HP (19.7  kW)) @ 5500 RPM,
3006,Air,350 TS,,58.0 x 65.0 mm (2.3 x 2.6 inches),Chain   (final drive),,,Port control,,"Twin, two-stroke",,,,343.0 ccm (20.93 cubic inches),Expanding brake,10.2:1,,,,,17.00 litres (4.49 US gallons),,3.50-18 ,Jawa,4-speed,,,Naked bike,130.0 km/h (80.8 mph),150.0 kg (330.7 pounds),,,,,1987,,Expanding brake,3.25-18 ,,27.0 HP (19.7  kW)) @ 5500 RPM,
3007,Air,350 TS (with sidecar),,58.0 x 65.0 mm (2.3 x 2.6 inches),Chain   (final drive),,,Port control,,"Twin, two-stroke",,,,343.0 ccm (20.93 cubic inches),Expanding brake,10.2:1,,,,,17.00 litres (4.49 US gallons),,3.50-18 ,Jawa,4-speed,,,Touring,100.0 km/h (62.1 mph),223.0 kg (491.6 pounds),,,,,1987,,Expanding brake,3.25-18 ,,27.0 HP (19.7  kW)) @ 5500 RPM,
3008,Air,500 R,,89.0 x 94.0 mm (3.5 x 3.7 inches),Chain   (final drive),,,Overhead Cams (OHC),,"Single cylinder, four-stroke",Dual shocks,,,494.0 ccm (30.14 cubic inches),Expanding brake,9.2:1,,,4,Telescopic fork,15.00 litres (3.96 US gallons),,3.50-18 ,Jawa,5-speed,,,Classic,138.0 km/h (85.7 mph),180.0 kg (396.8 pounds),,,,Carburettor,1987,,Single disc,3.25-18 ,,27.0 HP (19.7  kW)) @ 6000 RPM,
3009,Air,350 Type 638.5,,58.0 x 65.0 mm (2.3 x 2.6 inches),Chain   (final drive),,,Port control,,"Twin, two-stroke",,,,343.0 ccm (20.93 cubic inches),Expanding brake,10.2:1,,,,,17.00 litres (4.49 US gallons),,3.50-18 ,Jawa,4-speed,,,Allround,133.0 km/h (82.6 mph),156.0 kg (343.9 pounds),,,,,1986,,Expanding brake,3.25-18 ,,26.0 HP (19.0  kW)) @ 5500 RPM,
3010,Air,350 Type 638.5 (with sidecar),,58.0 x 65.0 mm (2.3 x 2.6 inches),Chain   (final drive),,,Port control,,"Twin, two-stroke",,,,343.0 ccm (20.93 cubic inches),Expanding brake,10.2:1,,,,,17.00 litres (4.49 US gallons),,3.50-18 ,Jawa,4-speed,,,Classic,100.0 km/h (62.1 mph),225.0 kg (496.0 pounds),,,,,1986,,Expanding brake,3.25-18 ,,26.0 HP (19.0  kW)) @ 5500 RPM,
3011,Air,350 Type 638.5,,58.0 x 65.0 mm (2.3 x 2.6 inches),Chain   (final drive),,,Port control,,"Twin, two-stroke",,,,343.0 ccm (20.93 cubic inches),Expanding brake,10.2:1,,,,,17.00 litres (4.49 US gallons),,3.50-18 ,Jawa,4-speed,,,Sport touring,133.0 km/h (82.6 mph),156.0 kg (343.9 pounds),,,,,1985,,Expanding brake,3.25-18 ,,26.0 HP (19.0  kW)) @ 5500 RPM,
3012,Air,350 Type 638.5 (with sidecar),,58.0 x 65.0 mm (2.3 x 2.6 inches),Chain   (final drive),,,Port control,,"Twin, two-stroke",,,,343.0 ccm (20.93 cubic inches),Expanding brake,10.2:1,,,,,17.00 litres (4.49 US gallons),,3.50-18 ,Jawa,4-speed,,,Classic,100.0 km/h (62.1 mph),225.0 kg (496.0 pounds),,,,,1985,,Expanding brake,3.25-18 ,,26.0 HP (19.0  kW)) @ 5500 RPM,
3013,Air,350 Type 638.5,,58.0 x 65.0 mm (2.3 x 2.6 inches),Chain   (final drive),,,Port control,,"Twin, two-stroke",,,,343.0 ccm (20.93 cubic inches),Expanding brake,10.2:1,,,,,17.00 litres (4.49 US gallons),,3.50-18 ,Jawa,4-speed,,,Touring,133.0 km/h (82.6 mph),156.0 kg (343.9 pounds),,,,,1984,,Expanding brake,3.25-18 ,,26.0 HP (19.0  kW)) @ 5500 RPM,
3014,Air,350 Type 638.5 (with sidecar),,58.0 x 65.0 mm (2.3 x 2.6 inches),Chain   (final drive),,,Port control,,"Twin, two-stroke",,,,343.0 ccm (20.93 cubic inches),Expanding brake,10.2:1,,,,,17.00 litres (4.49 US gallons),,3.50-18 ,Jawa,4-speed,,,Naked bike,100.0 km/h (62.1 mph),225.0 kg (496.0 pounds),,,,,1984,,Expanding brake,3.25-18 ,,26.0 HP (19.0  kW)) @ 5500 RPM,
3015,Air,350 Type 634.6,,58.0 x 65.0 mm (2.3 x 2.6 inches),Chain   (final drive),,,Port control,,"Twin, two-stroke",,,,343.0 ccm (20.93 cubic inches),Expanding brake,9.2:1,,,,,17.00 litres (4.49 US gallons),,3.50-18 ,Jawa,4-speed,,,Classic,125.0 km/h (77.7 mph),175.0 kg (385.8 pounds),,,,,1983,,Expanding brake,3.25-18 ,,24.0 HP (17.5  kW)) @ 5250 RPM,
3016,Air,350 Type 634.6,,58.0 x 65.0 mm (2.3 x 2.6 inches),Chain   (final drive),,,Port control,,"Twin, two-stroke",,,,343.0 ccm (20.93 cubic inches),Expanding brake,9.2:1,,,,,17.00 litres (4.49 US gallons),,3.50-18 ,Jawa,4-speed,,,Classic,125.0 km/h (77.7 mph),175.0 kg (385.8 pounds),,,,,1982,,Expanding brake,3.25-18 ,,24.0 HP (17.5  kW)) @ 5250 RPM,
3017,Air,Mustang,,38.0 x 44.0 mm (1.5 x 1.7 inches),Chain   (final drive),62.0 kg (136.7 pounds),welded steel frame,Port control,,"Single cylinder, two-stroke",,,Kick,49.9 ccm (3.04 cubic inches),Expanding brake (drum brake),9.5:1,mechanical,,,,8.00 litres (2.11 US gallons),,"2,75-16 ",Jawa,3-speed,69.6 CO2 g/km. (CO2 - Carbon dioxide emission) ,3.00 litres/100 km (33.3 km/l or 78.41 mpg),Scooter,70.0 km/h (43.5 mph),,,,wet plate,Carburettor. Jikov 2917,1982,,Expanding brake (drum brake),"2,5-16 ",,4.0 HP (2.9  kW)) @ 6000 RPM,
3018,Air,350 Type 634.6,,58.0 x 65.0 mm (2.3 x 2.6 inches),Chain   (final drive),,,Port control,,"Twin, two-stroke",,,,343.0 ccm (20.93 cubic inches),Expanding brake,9.2:1,,,,,17.00 litres (4.49 US gallons),,3.50-18 ,Jawa,4-speed,,,Classic,125.0 km/h (77.7 mph),175.0 kg (385.8 pounds),,,,,1981,,Expanding brake,3.25-18 ,,24.0 HP (17.5  kW)) @ 5250 RPM,
3019,Air,350,,58.0 x 65.0 mm (2.3 x 2.6 inches),Chain   (final drive),,,Port control,,"Twin, two-stroke",,,,343.0 ccm (20.93 cubic inches),Expanding brake,9.2:1,,,,,15.00 litres (3.96 US gallons),,3.50-18 ,Jawa,4-speed,,,Classic,132.0 km/h (82.0 mph),168.0 kg (370.4 pounds),,,,,1980,,Expanding brake,3.25-18 ,,23.0 HP (16.8  kW)) @ 5000 RPM,
3020,Air,350,,58.0 x 65.0 mm (2.3 x 2.6 inches),Chain   (final drive),,,Port control,,"Twin, two-stroke",,,,343.0 ccm (20.93 cubic inches),Expanding brake,9.2:1,,,,,15.00 litres (3.96 US gallons),,3.50-18 ,Jawa,4-speed,,,Enduro / offroad,132.0 km/h (82.0 mph),168.0 kg (370.4 pounds),,,,,1979,,Expanding brake,3.25-18 ,,23.0 HP (16.8  kW)) @ 5000 RPM,
3021,Air,350,,58.0 x 65.0 mm (2.3 x 2.6 inches),Chain   (final drive),,,Port control,,"Twin, two-stroke",,,,343.0 ccm (20.93 cubic inches),Expanding brake,9.2:1,,,,,15.00 litres (3.96 US gallons),,3.50-18 ,Jawa,4-speed,,,Sport touring,132.0 km/h (82.0 mph),168.0 kg (370.4 pounds),,,,,1978,,Expanding brake,3.25-18 ,,23.0 HP (16.8  kW)) @ 5000 RPM,
3022,Air,350,,58.0 x 65.0 mm (2.3 x 2.6 inches),Chain   (final drive),,,Port control,,"Twin, two-stroke",,,,343.0 ccm (20.93 cubic inches),Expanding brake,9.2:1,,,,,15.00 litres (3.96 US gallons),,3.50-18 ,Jawa,4-speed,,,Classic,132.0 km/h (82.0 mph),168.0 kg (370.4 pounds),,,,,1977,,Expanding brake,3.25-18 ,,23.0 HP (16.8  kW)) @ 5000 RPM,
3023,Liquid,Redshift EX,57.0 Nm (5.8 kgf-m or 42.0 ft.lbs),,Chain   (final drive),124.7 kg (275.0 pounds),Forged  and  Welded Aluminum,,,Electric,WP Alta Custom Reservoir,,Electric,,Single disc. Brembo Single Piston ,,,,,WP XPlor 48 Fully Adjustable,,,,Alta,1-speed,,,Enduro / offroad,114.3 km/h (71.0 mph),123.8 kg (273.0 pounds),,1492 mm (58.8 inches),,,2019,,Single disc. Brembo Two Piston,,"927 mm (36.5 inches) If adjustable, lowest setting.",50.0 HP (36.5  kW)),
3024,Liquid,Redshift EX,162.7 Nm (16.6 kgf-m or 120.0 ft.lbs),,Chain   (final drive),124.7 kg (275.0 pounds),Forged  and  Welded Aluminum,,,Electric,WP Custom Reservoir,,Electric,,Single disc. Brembo Single Piston ,,,,,WP 4CS Fully Adjustable,,,,Alta,1-speed,,,Enduro / offroad,114.3 km/h (71.0 mph),,,1488 mm (58.6 inches),,,2018,,Single disc. Brembo Two Piston,,"970 mm (38.2 inches) If adjustable, lowest setting.",42.0 HP (30.7  kW)),
3025,Liquid,Redshift MX,162.7 Nm (16.6 kgf-m or 120.0 ft.lbs),,Chain   (final drive),120.2 kg (265.0 pounds),Forged  and  Welded Aluminum,,,Electric,WP 5018-Link,,Electric,,Single disc. Brembo Single Piston ,,,,,WP 4CS Fully Adjustable ,,,,Alta,1-speed,,,Cross / motocross,,,,1461 mm (57.5 inches),,,2018,,Single disc. Brembo Two Piston,,"940 mm (37.0 inches) If adjustable, lowest setting.",42.0 HP (30.7  kW)),
3026,Liquid,Redshift MXR,199.3 Nm (20.3 kgf-m or 147.0 ft.lbs),,,117.5 kg (259.0 pounds),Forged  and  Welded Aluminum,,,Electric,WP 2018 Alta Spec,,Electric,,Single disc. Brembo Single Piston ,,,,,WP AER Fully Adjustable,,,,Alta,1-speed,,,Cross / motocross,,,,1487 mm (58.6 inches),,,2018,,Single disc. Brembo Two Piston,,"953 mm (37.5 inches) If adjustable, lowest setting.",50.0 HP (36.5  kW)),
3027,Liquid,Redshift SM,162.7 Nm (16.6 kgf-m or 120.0 ft.lbs),,Chain   (final drive),128.4 kg (283.0 pounds),Forged  and  Welded Aluminum,,,Electric,WP 5018-Link,,Electric,,Single disc. Brembo Single Piston ,,,,,WP SMR Fully Adjustable,,,,Alta,1-speed,,,Super motard,128.8 km/h (80.0 mph),,,1455 mm (57.3 inches),,,2018,,Single disc. Brembo Two Piston,,"902 mm (35.5 inches) If adjustable, lowest setting.",42.0 HP (30.7  kW)),
3028,Air,K181,,,Chain   (final drive),,,,,"Single cylinder, two-stroke",Dual shocks,,Kick,49.0 ccm (2.99 cubic inches),Expanding brake (drum brake),,,,,Telescopic fork,,,,Casal,,,,Allround,,,,,,Carburettor,1970,,Expanding brake (drum brake),,,5.4 HP (3.9  kW)),
3029,Air,RT 125 E,,54.0 x 54.0 mm (2.1 x 2.1 inches),Chain   (final drive),,,Port control,,"Single cylinder, two-stroke",,,,124.0 ccm (7.57 cubic inches),Expanding brake,11.8:1,,,,,10.50 litres (2.77 US gallons),,3.00-17 ,DKW,6-speed,,,Allround,120.0 km/h (74.6 mph),108.0 kg (238.1 pounds),,,,,1973,,Expanding brake,2.75-17 ,,17.0 HP (12.4  kW)) @ 7500 RPM,
3030,Air,RT 159,,38.0 x 44.0 mm (1.5 x 1.7 inches),Chain   (final drive),85.0 kg (187.4 pounds),,,,"Single cylinder, two-stroke",Swingarm ,,Kick,49.6 ccm (3.03 cubic inches),Expanding brake (drum brake),,,,,Telescopic fork,13.00 litres (3.43 US gallons),,,DKW,,,,Sport,80.0 km/h (49.7 mph),,,,,Carburettor. Bing ,1969,,Expanding brake (drum brake),,"760 mm (29.9 inches) If adjustable, lowest setting.",5.3 HP (3.9  kW)) @ 7000 RPM,
3031,,Hummel 155,,,Chain   (final drive),,,,,"Single cylinder, two-stroke",Swingarm with coil-over shocks,,,50.0 ccm (3.05 cubic inches),Expanding brake (drum brake),,,,,Link with coil-over shocks,,,,DKW,,,,Allround,72.4 km/h (45.0 mph),,,,,Carburettor. Bing,1965,,Expanding brake (drum brake),,,,
3032,Air,Victoria Avanti,,38.0 x 42.0 mm (1.5 x 1.7 inches),,60.0 kg (132.3 pounds),,,,"Single cylinder, two-stroke",,,,48.0 ccm (2.93 cubic inches),Expanding brake (drum brake),6.5:1,Magneto,,,,8.40 litres (2.22 US gallons),,,DKW,,,,Sport,,,,,,Carburettor,1961,,Expanding brake (drum brake),,,,
3033,Air,Victoria Avanti,,38.0 x 42.0 mm (1.5 x 1.7 inches),,60.0 kg (132.3 pounds),,,,"Single cylinder, two-stroke",,,,48.0 ccm (2.93 cubic inches),Expanding brake (drum brake),6.5:1,Magneto,,,,8.40 litres (2.22 US gallons),,,DKW,,,,Sport,,,,,,Carburettor,1960,,Expanding brake (drum brake),,,,
3034,Air,Hummel,,,Chain   (final drive),,Pressed steel ,,,"Single cylinder, two-stroke",Swingarm ,,,49.0 ccm (2.99 cubic inches),Expanding brake (drum brake),6.5:1,,,49,,,,,DKW,,,,Sport,40.0 km/h (24.9 mph),,,,,Carburettor,1958,,Expanding brake (drum brake),,,,
3035,Air,RT 125 2,,52.0 x 58.0 mm (2.0 x 2.3 inches),Chain   (final drive),,Single cradle,,,"Single cylinder, two-stroke",None,1959 mm (77.1 inches),Kick,123.0 ccm (7.51 cubic inches),Expanding brake (drum brake),,Magneto,660 mm (26.0 inches),,Telescopic fork,,660 mm (26.0 inches),,DKW,3-speed,,,Sport,,,,,Wet multiplate,Carburettor,1958,,Expanding brake (drum brake),,,5.7 HP (4.2  kW)) @ 5000 RPM,
3036,Air,RT 175 VS,,62.0 x 58.0 mm (2.4 x 2.3 inches),Chain   (final drive),,,,,"Single cylinder, two-stroke",Swingarm ,,,174.0 ccm (10.62 cubic inches),Expanding brake (drum brake),6.5:1,,,,Telescopic ,,,3-18 ,DKW,4-speed,,,Sport,101.0 km/h (62.8 mph),,,,,Carburettor. Bing ,1958,,Expanding brake (drum brake),3-18 ,,9.6 HP (7.0  kW)) @ 5000 RPM,
3037,Air,RT 200 S,,68.0 x 58.0 mm (2.7 x 2.3 inches),Chain   (final drive),131.0 kg (288.8 pounds),,,,"Single cylinder, two-stroke",Swingarm ,,,197.0 ccm (12.02 cubic inches),Expanding brake (drum brake),6.3:1,,,,Telescopic ,,,3-18 ,DKW,,,,Sport,98.0 km/h (60.9 mph),,,,,Carburettor,1958,,Expanding brake (drum brake),3-18 ,,11.0 HP (8.0  kW)) @ 5000 RPM,
3038,Air,RT 200 VS,,66.0 x 58.0 mm (2.6 x 2.3 inches),Chain   (final drive),131.0 kg (288.8 pounds),,,,"Single cylinder, two-stroke",Swingarm ,,,197.0 ccm (12.02 cubic inches),Expanding brake (drum brake),,,,,Telescopic ,,,,DKW,4-speed,,,Sport,110.0 km/h (68.4 mph),,,,,Carburettor. Bing ,1958,,Expanding brake (drum brake),,,11.0 HP (8.0  kW)) @ 5000 RPM,
3039,Air,Hobby Luxus,,45.0 x 47.0 mm (1.8 x 1.9 inches),,,,,,"Single cylinder, two-stroke",,,,74.0 ccm (4.52 cubic inches),Expanding brake (drum brake),6.1:1,,,,Telescopic ,,,2.50-16 ,DKW,,,,Scooter,60.0 km/h (37.3 mph),,,,,Carburettor. Bing ,1957,,Expanding brake (drum brake),2.50-16 ,,3.0 HP (2.2  kW)) @ 5000 RPM,
3040,Air,Hummel,,,Chain   (final drive),,Pressed steel ,,,"Single cylinder, two-stroke",Swingarm ,,,49.0 ccm (2.99 cubic inches),Expanding brake (drum brake),6.5:1,,,49,,,,,DKW,,,,Sport,40.0 km/h (24.9 mph),,,,,Carburettor. Bing ,1957,,Expanding brake (drum brake),,,,
3041,Air,RT 125 2,,52.0 x 58.0 mm (2.0 x 2.3 inches),Chain   (final drive),,Single cradle,,,"Single cylinder, two-stroke",None,1959 mm (77.1 inches),Kick,123.0 ccm (7.51 cubic inches),Expanding brake (drum brake),,Magneto,660 mm (26.0 inches),,Telescopic fork,9.50 litres (2.51 US gallons),660 mm (26.0 inches),,DKW,3-speed,,,Sport,,,,,Wet multiplate,Carburettor,1957,,Expanding brake (drum brake),,,5.7 HP (4.2  kW)) @ 5000 RPM,
3042,Air,RT 125 2H,,52.0 x 58.0 mm (2.0 x 2.3 inches),Chain   (final drive),,Single cradle,,,"Single cylinder, two-stroke",None,1959 mm (77.1 inches),Kick,123.0 ccm (7.51 cubic inches),Expanding brake (drum brake),6.5:1,Magneto,660 mm (26.0 inches),,Telescopic fork,,660 mm (26.0 inches),2.50-19 ,DKW,3-speed,,,Sport,84.0 km/h (52.2 mph),,,,Wet multiplate,Carburettor,1957,,Expanding brake (drum brake),2.50-19 ,,5.7 HP (4.2  kW)) @ 5000 RPM,
3043,Air,RT 175 VS,,62.0 x 58.0 mm (2.4 x 2.3 inches),Chain   (final drive),130.0 kg (286.6 pounds),,,,"Single cylinder, two-stroke",Swingarm ,,,174.0 ccm (10.62 cubic inches),Expanding brake (drum brake),6.5:1,,,,Telescopic ,,,3.00-18 ,DKW,4-speed,,,Sport,101.0 km/h (62.8 mph),,,,,Carburettor. Bing ,1957,,Expanding brake (drum brake),3.00-18 ,,9.6 HP (7.0  kW)) @ 5000 RPM,
3044,Air,RT 200 S,,68.0 x 58.0 mm (2.7 x 2.3 inches),Chain   (final drive),131.0 kg (288.8 pounds),,,,"Single cylinder, two-stroke",Swingarm ,,,197.0 ccm (12.02 cubic inches),Expanding brake (drum brake),6.3:1,,,,Telescopic ,,,3-18 ,DKW,,,,Sport,98.0 km/h (60.9 mph),,,,,Carburettor,1957,,Expanding brake (drum brake),3-18 ,,11.0 HP (8.0  kW)) @ 5000 RPM,
3045,Air,RT 200 VS,,66.0 x 58.0 mm (2.6 x 2.3 inches),Chain   (final drive),131.0 kg (288.8 pounds),,,,"Single cylinder, two-stroke",Swingarm ,,,197.0 ccm (12.02 cubic inches),Expanding brake (drum brake),,,,,Telescopic ,,,3-18 ,DKW,4-speed,,,Sport,110.0 km/h (68.4 mph),,,,,Carburettor. Bing ,1957,,Expanding brake (drum brake),3-18 ,,11.0 HP (8.0  kW)) @ 5000 RPM,
3046,Air,RT 250 VS,,70.0 x 74.0 mm (2.8 x 2.9 inches),Chain   (final drive),155.0 kg (341.7 pounds),,,,"Single cylinder, two-stroke",Swingarm ,,,244.0 ccm (14.89 cubic inches),Expanding brake (drum brake),,,,,Telescopic ,,,3.25-18 ,DKW,4-speed,,,Sport,119.0 km/h (73.9 mph),,,,,Carburettor. Bing ,1957,,Expanding brake (drum brake),3.25-18 ,,,
